v1, v2, dup lines, v1_lines, v2_lines
1.7, 2.1.2, 308, 5398, 14536
1.7, 2.1.3, 308, 5398, 14536
1.7, 2.1.4, 308, 5398, 14536
1.7, 2.2.0, 166, 5398, 5749
1.7, 2.2.1, 166, 5398, 5747
1.7, 2.2.2, 166, 5398, 5749
1.7, 2.2.3, 166, 5398, 5749
1.7, 2.2.4, 166, 5398, 5742
1.7, 3.0.0, 141, 5398, 6013
1.7, 3.1.0, 141, 5398, 6034
1.7, 3.1.1, 141, 5398, 6095
1.7, 3.2.0, 141, 5398, 6117
1.7, 3.2.1, 141, 5398, 6117
1.7, 3.3.0, 127, 5398, 6235
1.7, 3.3.1, 127, 5398, 6235
1.7, 3.4.0, 127, 5398, 6352
1.7, 3.4.1, 127, 5398, 6357
1.7.0, 1.10.0, 319, 5398, 5322
1.7.0, 1.10.1, 319, 5398, 5318
1.7.0, 1.10.2, 319, 5398, 5325
1.7.0, 1.11.0, 309, 5398, 15110
1.7.0, 1.11.1, 309, 5398, 15088
1.7.0, 1.11.2, 309, 5398, 15107
1.7.0, 1.11.3, 309, 5398, 15107
1.7.0, 1.12.0, 164, 5398, 6336
1.7.0, 1.12.1, 164, 5398, 6335
1.7.0, 1.12.2, 164, 5398, 6328
1.7.0, 1.12.3, 164, 5398, 6323
1.7.0, 1.12.4, 164, 5398, 6323
1.7.0, 1.3, 0, 5398, 2850
1.7.0, 1.3.0, 0, 5398, 2850
1.7.0, 1.3.1, 0, 5398, 2843
1.7.0, 1.3.2, 0, 5398, 2953
1.7.0, 1.4, 269, 5398, 3296
1.7.0, 1.4.0, 269, 5398, 3296
1.7.0, 1.4.1, 299, 5398, 3349
1.7.0, 1.4.2, 326, 5398, 3455
1.7.0, 1.4.3, 548, 5398, 3790
1.7.0, 1.4.4, 550, 5398, 3890
1.7.0, 1.5, 707, 5398, 4379
1.7.0, 1.5.0, 707, 5398, 4379
1.7.0, 1.5.1, 785, 5398, 4447
1.7.0, 1.5.2, 785, 5398, 4479
1.7.0, 1.6, 684, 5398, 4867
1.7.0, 1.6.0, 684, 5398, 4867
1.7.0, 1.6.1, 694, 5398, 4914
1.7.0, 1.6.2, 706, 5398, 4950
1.7.0, 1.6.3, 720, 5398, 5204
1.7.0, 1.6.4, 736, 5398, 5204
1.7.0, 1.7, 913, 5398, 5398
1.7.0, 1.7.0, 913, 5398, 5398
1.7.0, 1.7.1, 885, 5398, 5373
1.7.0, 1.7.2, 867, 5398, 5473
1.7.0, 1.8.0, 706, 5398, 5314
1.7.0, 1.8.1, 706, 5398, 5319
1.7.0, 1.8.2, 704, 5398, 5323
1.7.0, 1.8.3, 706, 5398, 5335
1.7.0, 1.9.0, 430, 5398, 5269
1.7.0, 1.9.1, 418, 5398, 5290
1.7.0, 2.0.0, 308, 5398, 4804
1.7.0, 2.0.1, 308, 5398, 4825
1.7.0, 2.0.2, 308, 5398, 4819
1.7.0, 2.0.3, 308, 5398, 4829
1.7.0, 2.1.0, 308, 5398, 14476
1.7.0, 2.1.1, 308, 5398, 14525
1.7.0, 2.1.2, 308, 5398, 14536
1.7.0, 2.1.3, 308, 5398, 14536
1.7.0, 2.1.4, 308, 5398, 14536
1.7.0, 2.2.0, 166, 5398, 5749
1.7.0, 2.2.1, 166, 5398, 5747
1.7.0, 2.2.2, 166, 5398, 5749
1.7.0, 2.2.3, 166, 5398, 5749
1.7.0, 2.2.4, 166, 5398, 5742
1.7.0, 3.0.0, 141, 5398, 6013
1.7.0, 3.1.0, 141, 5398, 6034
1.7.0, 3.1.1, 141, 5398, 6095
1.7.0, 3.2.0, 141, 5398, 6117
1.7.0, 3.2.1, 141, 5398, 6117
1.7.0, 3.3.0, 127, 5398, 6235
1.7.0, 3.3.1, 127, 5398, 6235
1.7.0, 3.4.0, 127, 5398, 6352
1.7.0, 3.4.1, 127, 5398, 6357
1.7.1, 1.10.0, 324, 5373, 5322
1.7.1, 1.10.1, 324, 5373, 5318
1.7.1, 1.10.2, 324, 5373, 5325
1.7.1, 1.11.0, 314, 5373, 15110
1.7.1, 1.11.1, 314, 5373, 15088
1.7.1, 1.11.2, 314, 5373, 15107
1.7.1, 1.11.3, 314, 5373, 15107
1.7.1, 1.12.0, 170, 5373, 6336
1.7.1, 1.12.1, 170, 5373, 6335
1.7.1, 1.12.2, 170, 5373, 6328
1.7.1, 1.12.3, 170, 5373, 6323
1.7.1, 1.12.4, 170, 5373, 6323
1.7.1, 1.3, 0, 5373, 2850
1.7.1, 1.3.0, 0, 5373, 2850
1.7.1, 1.3.1, 0, 5373, 2843
1.7.1, 1.3.2, 0, 5373, 2953
1.7.1, 1.4, 283, 5373, 3296
1.7.1, 1.4.0, 283, 5373, 3296
1.7.1, 1.4.1, 303, 5373, 3349
1.7.1, 1.4.2, 330, 5373, 3455
1.7.1, 1.4.3, 446, 5373, 3790
1.7.1, 1.4.4, 469, 5373, 3890
1.7.1, 1.5, 475, 5373, 4379
1.7.1, 1.5.0, 475, 5373, 4379
1.7.1, 1.5.1, 583, 5373, 4447
1.7.1, 1.5.2, 583, 5373, 4479
1.7.1, 1.6, 679, 5373, 4867
1.7.1, 1.6.0, 679, 5373, 4867
1.7.1, 1.6.1, 705, 5373, 4914
1.7.1, 1.6.2, 716, 5373, 4950
1.7.1, 1.6.3, 731, 5373, 5204
1.7.1, 1.6.4, 740, 5373, 5204
1.7.1, 1.7, 916, 5373, 5398
1.7.1, 1.7.0, 916, 5373, 5398
1.7.1, 1.7.1, 929, 5373, 5373
1.7.1, 1.7.2, 932, 5373, 5473
1.7.1, 1.8.0, 730, 5373, 5314
1.7.1, 1.8.1, 730, 5373, 5319
1.7.1, 1.8.2, 729, 5373, 5323
1.7.1, 1.8.3, 730, 5373, 5335
1.7.1, 1.9.0, 477, 5373, 5269
1.7.1, 1.9.1, 465, 5373, 5290
1.7.1, 2.0.0, 337, 5373, 4804
1.7.1, 2.0.1, 337, 5373, 4825
1.7.1, 2.0.2, 337, 5373, 4819
1.7.1, 2.0.3, 337, 5373, 4829
1.7.1, 2.1.0, 337, 5373, 14476
1.7.1, 2.1.1, 337, 5373, 14525
1.7.1, 2.1.2, 337, 5373, 14536
1.7.1, 2.1.3, 337, 5373, 14536
1.7.1, 2.1.4, 337, 5373, 14536
1.7.1, 2.2.0, 173, 5373, 5749
1.7.1, 2.2.1, 173, 5373, 5747
1.7.1, 2.2.2, 173, 5373, 5749
1.7.1, 2.2.3, 173, 5373, 5749
1.7.1, 2.2.4, 173, 5373, 5742
1.7.1, 3.0.0, 148, 5373, 6013
1.7.1, 3.1.0, 148, 5373, 6034
1.7.1, 3.1.1, 148, 5373, 6095
1.7.1, 3.2.0, 148, 5373, 6117
1.7.1, 3.2.1, 148, 5373, 6117
1.7.1, 3.3.0, 134, 5373, 6235
1.7.1, 3.3.1, 134, 5373, 6235
1.7.1, 3.4.0, 134, 5373, 6352
1.7.1, 3.4.1, 134, 5373, 6357
1.7.2, 1.10.0, 364, 5473, 5322
1.7.2, 1.10.1, 364, 5473, 5318
1.7.2, 1.10.2, 364, 5473, 5325
1.7.2, 1.11.0, 334, 5473, 15110
1.7.2, 1.11.1, 334, 5473, 15088
1.7.2, 1.11.2, 334, 5473, 15107
1.7.2, 1.11.3, 334, 5473, 15107
1.7.2, 1.12.0, 187, 5473, 6336
1.7.2, 1.12.1, 187, 5473, 6335
1.7.2, 1.12.2, 187, 5473, 6328
1.7.2, 1.12.3, 187, 5473, 6323
1.7.2, 1.12.4, 187, 5473, 6323
1.7.2, 1.3, 0, 5473, 2850
1.7.2, 1.3.0, 0, 5473, 2850
1.7.2, 1.3.1, 0, 5473, 2843
1.7.2, 1.3.2, 0, 5473, 2953
1.7.2, 1.4, 247, 5473, 3296
1.7.2, 1.4.0, 247, 5473, 3296
1.7.2, 1.4.1, 260, 5473, 3349
1.7.2, 1.4.2, 314, 5473, 3455
1.7.2, 1.4.3, 566, 5473, 3790
1.7.2, 1.4.4, 574, 5473, 3890
1.7.2, 1.5, 611, 5473, 4379
1.7.2, 1.5.0, 611, 5473, 4379
1.7.2, 1.5.1, 636, 5473, 4447
1.7.2, 1.5.2, 636, 5473, 4479
1.7.2, 1.6, 685, 5473, 4867
1.7.2, 1.6.0, 685, 5473, 4867
1.7.2, 1.6.1, 720, 5473, 4914
1.7.2, 1.6.2, 752, 5473, 4950
1.7.2, 1.6.3, 744, 5473, 5204
1.7.2, 1.6.4, 744, 5473, 5204
1.7.2, 1.7, 816, 5473, 5398
1.7.2, 1.7.0, 816, 5473, 5398
1.7.2, 1.7.1, 846, 5473, 5373
1.7.2, 1.7.2, 870, 5473, 5473
1.7.2, 1.8.0, 747, 5473, 5314
1.7.2, 1.8.1, 747, 5473, 5319
1.7.2, 1.8.2, 743, 5473, 5323
1.7.2, 1.8.3, 744, 5473, 5335
1.7.2, 1.9.0, 469, 5473, 5269
1.7.2, 1.9.1, 453, 5473, 5290
1.7.2, 2.0.0, 350, 5473, 4804
1.7.2, 2.0.1, 350, 5473, 4825
1.7.2, 2.0.2, 350, 5473, 4819
1.7.2, 2.0.3, 350, 5473, 4829
1.7.2, 2.1.0, 353, 5473, 14476
1.7.2, 2.1.1, 353, 5473, 14525
1.7.2, 2.1.2, 353, 5473, 14536
1.7.2, 2.1.3, 353, 5473, 14536
1.7.2, 2.1.4, 353, 5473, 14536
1.7.2, 2.2.0, 217, 5473, 5749
1.7.2, 2.2.1, 217, 5473, 5747
1.7.2, 2.2.2, 217, 5473, 5749
1.7.2, 2.2.3, 217, 5473, 5749
1.7.2, 2.2.4, 217, 5473, 5742
1.7.2, 3.0.0, 192, 5473, 6013
1.7.2, 3.1.0, 192, 5473, 6034
1.7.2, 3.1.1, 192, 5473, 6095
1.7.2, 3.2.0, 192, 5473, 6117
1.7.2, 3.2.1, 192, 5473, 6117
1.7.2, 3.3.0, 121, 5473, 6235
1.7.2, 3.3.1, 121, 5473, 6235
1.7.2, 3.4.0, 121, 5473, 6352
1.7.2, 3.4.1, 121, 5473, 6357
1.8.0, 1.10.0, 599, 5314, 5322
1.8.0, 1.10.1, 599, 5314, 5318
1.8.0, 1.10.2, 599, 5314, 5325
1.8.0, 1.11.0, 566, 5314, 15110
1.8.0, 1.11.1, 566, 5314, 15088
1.8.0, 1.11.2, 566, 5314, 15107
1.8.0, 1.11.3, 566, 5314, 15107
1.8.0, 1.12.0, 490, 5314, 6336
1.8.0, 1.12.1, 490, 5314, 6335
1.8.0, 1.12.2, 490, 5314, 6328
1.8.0, 1.12.3, 490, 5314, 6323
1.8.0, 1.12.4, 490, 5314, 6323
1.8.0, 1.3, 0, 5314, 2850
1.8.0, 1.3.0, 0, 5314, 2850
1.8.0, 1.3.1, 0, 5314, 2843
1.8.0, 1.3.2, 0, 5314, 2953
1.8.0, 1.4, 96, 5314, 3296
1.8.0, 1.4.0, 96, 5314, 3296
1.8.0, 1.4.1, 145, 5314, 3349
1.8.0, 1.4.2, 132, 5314, 3455
1.8.0, 1.4.3, 241, 5314, 3790
1.8.0, 1.4.4, 238, 5314, 3890
1.8.0, 1.5, 320, 5314, 4379
1.8.0, 1.5.0, 320, 5314, 4379
1.8.0, 1.5.1, 369, 5314, 4447
1.8.0, 1.5.2, 369, 5314, 4479
1.8.0, 1.6, 373, 5314, 4867
1.8.0, 1.6.0, 373, 5314, 4867
1.8.0, 1.6.1, 373, 5314, 4914
1.8.0, 1.6.2, 405, 5314, 4950
1.8.0, 1.6.3, 480, 5314, 5204
1.8.0, 1.6.4, 480, 5314, 5204
1.8.0, 1.7, 679, 5314, 5398
1.8.0, 1.7.0, 679, 5314, 5398
1.8.0, 1.7.1, 712, 5314, 5373
1.8.0, 1.7.2, 755, 5314, 5473
1.8.0, 1.8.0, 886, 5314, 5314
1.8.0, 1.8.1, 886, 5314, 5319
1.8.0, 1.8.2, 890, 5314, 5323
1.8.0, 1.8.3, 889, 5314, 5335
1.8.0, 1.9.0, 745, 5314, 5269
1.8.0, 1.9.1, 747, 5314, 5290
1.8.0, 2.0.0, 651, 5314, 4804
1.8.0, 2.0.1, 606, 5314, 4825
1.8.0, 2.0.2, 606, 5314, 4819
1.8.0, 2.0.3, 606, 5314, 4829
1.8.0, 2.1.0, 594, 5314, 14476
1.8.0, 2.1.1, 594, 5314, 14525
1.8.0, 2.1.2, 594, 5314, 14536
1.8.0, 2.1.3, 594, 5314, 14536
1.8.0, 2.1.4, 594, 5314, 14536
1.8.0, 2.2.0, 474, 5314, 5749
1.8.0, 2.2.1, 474, 5314, 5747
1.8.0, 2.2.2, 474, 5314, 5749
1.8.0, 2.2.3, 474, 5314, 5749
1.8.0, 2.2.4, 474, 5314, 5742
1.8.0, 3.0.0, 321, 5314, 6013
1.8.0, 3.1.0, 321, 5314, 6034
1.8.0, 3.1.1, 321, 5314, 6095
1.8.0, 3.2.0, 306, 5314, 6117
1.8.0, 3.2.1, 306, 5314, 6117
1.8.0, 3.3.0, 283, 5314, 6235
1.8.0, 3.3.1, 283, 5314, 6235
1.8.0, 3.4.0, 264, 5314, 6352
1.8.0, 3.4.1, 264, 5314, 6357
1.8.1, 1.10.0, 688, 5319, 5322
1.8.1, 1.10.1, 688, 5319, 5318
1.8.1, 1.10.2, 688, 5319, 5325
1.8.1, 1.11.0, 678, 5319, 15110
1.8.1, 1.11.1, 678, 5319, 15088
1.8.1, 1.11.2, 678, 5319, 15107
1.8.1, 1.11.3, 678, 5319, 15107
1.8.1, 1.12.0, 591, 5319, 6336
1.8.1, 1.12.1, 591, 5319, 6335
1.8.1, 1.12.2, 591, 5319, 6328
1.8.1, 1.12.3, 591, 5319, 6323
1.8.1, 1.12.4, 591, 5319, 6323
1.8.1, 1.3, 0, 5319, 2850
1.8.1, 1.3.0, 0, 5319, 2850
1.8.1, 1.3.1, 0, 5319, 2843
1.8.1, 1.3.2, 0, 5319, 2953
1.8.1, 1.4, 96, 5319, 3296
1.8.1, 1.4.0, 96, 5319, 3296
1.8.1, 1.4.1, 145, 5319, 3349
1.8.1, 1.4.2, 132, 5319, 3455
1.8.1, 1.4.3, 241, 5319, 3790
1.8.1, 1.4.4, 238, 5319, 3890
1.8.1, 1.5, 381, 5319, 4379
1.8.1, 1.5.0, 381, 5319, 4379
1.8.1, 1.5.1, 448, 5319, 4447
1.8.1, 1.5.2, 448, 5319, 4479
1.8.1, 1.6, 366, 5319, 4867
1.8.1, 1.6.0, 366, 5319, 4867
1.8.1, 1.6.1, 366, 5319, 4914
1.8.1, 1.6.2, 398, 5319, 4950
1.8.1, 1.6.3, 502, 5319, 5204
1.8.1, 1.6.4, 502, 5319, 5204
1.8.1, 1.7, 720, 5319, 5398
1.8.1, 1.7.0, 720, 5319, 5398
1.8.1, 1.7.1, 753, 5319, 5373
1.8.1, 1.7.2, 760, 5319, 5473
1.8.1, 1.8.0, 883, 5319, 5314
1.8.1, 1.8.1, 893, 5319, 5319
1.8.1, 1.8.2, 893, 5319, 5323
1.8.1, 1.8.3, 896, 5319, 5335
1.8.1, 1.9.0, 793, 5319, 5269
1.8.1, 1.9.1, 818, 5319, 5290
1.8.1, 2.0.0, 774, 5319, 4804
1.8.1, 2.0.1, 743, 5319, 4825
1.8.1, 2.0.2, 743, 5319, 4819
1.8.1, 2.0.3, 743, 5319, 4829
1.8.1, 2.1.0, 712, 5319, 14476
1.8.1, 2.1.1, 712, 5319, 14525
1.8.1, 2.1.2, 712, 5319, 14536
1.8.1, 2.1.3, 712, 5319, 14536
1.8.1, 2.1.4, 712, 5319, 14536
1.8.1, 2.2.0, 595, 5319, 5749
1.8.1, 2.2.1, 595, 5319, 5747
1.8.1, 2.2.2, 595, 5319, 5749
1.8.1, 2.2.3, 595, 5319, 5749
1.8.1, 2.2.4, 595, 5319, 5742
1.8.1, 3.0.0, 426, 5319, 6013
1.8.1, 3.1.0, 426, 5319, 6034
1.8.1, 3.1.1, 426, 5319, 6095
1.8.1, 3.2.0, 411, 5319, 6117
1.8.1, 3.2.1, 411, 5319, 6117
1.8.1, 3.3.0, 388, 5319, 6235
1.8.1, 3.3.1, 388, 5319, 6235
1.8.1, 3.4.0, 369, 5319, 6352
1.8.1, 3.4.1, 369, 5319, 6357
1.8.2, 1.10.0, 670, 5323, 5322
1.8.2, 1.10.1, 670, 5323, 5318
1.8.2, 1.10.2, 670, 5323, 5325
1.8.2, 1.11.0, 642, 5323, 15110
1.8.2, 1.11.1, 642, 5323, 15088
1.8.2, 1.11.2, 642, 5323, 15107
1.8.2, 1.11.3, 642, 5323, 15107
1.8.2, 1.12.0, 562, 5323, 6336
1.8.2, 1.12.1, 562, 5323, 6335
1.8.2, 1.12.2, 562, 5323, 6328
1.8.2, 1.12.3, 562, 5323, 6323
1.8.2, 1.12.4, 562, 5323, 6323
1.8.2, 1.3, 0, 5323, 2850
1.8.2, 1.3.0, 0, 5323, 2850
1.8.2, 1.3.1, 0, 5323, 2843
1.8.2, 1.3.2, 0, 5323, 2953
1.8.2, 1.4, 96, 5323, 3296
1.8.2, 1.4.0, 96, 5323, 3296
1.8.2, 1.4.1, 144, 5323, 3349
1.8.2, 1.4.2, 132, 5323, 3455
1.8.2, 1.4.3, 241, 5323, 3790
1.8.2, 1.4.4, 238, 5323, 3890
1.8.2, 1.5, 384, 5323, 4379
1.8.2, 1.5.0, 384, 5323, 4379
1.8.2, 1.5.1, 433, 5323, 4447
1.8.2, 1.5.2, 433, 5323, 4479
1.8.2, 1.6, 369, 5323, 4867
1.8.2, 1.6.0, 369, 5323, 4867
1.8.2, 1.6.1, 369, 5323, 4914
1.8.2, 1.6.2, 401, 5323, 4950
1.8.2, 1.6.3, 480, 5323, 5204
1.8.2, 1.6.4, 480, 5323, 5204
1.8.2, 1.7, 701, 5323, 5398
1.8.2, 1.7.0, 701, 5323, 5398
1.8.2, 1.7.1, 734, 5323, 5373
1.8.2, 1.7.2, 743, 5323, 5473
1.8.2, 1.8.0, 876, 5323, 5314
1.8.2, 1.8.1, 892, 5323, 5319
1.8.2, 1.8.2, 892, 5323, 5323
1.8.2, 1.8.3, 895, 5323, 5335
1.8.2, 1.9.0, 774, 5323, 5269
1.8.2, 1.9.1, 786, 5323, 5290
1.8.2, 2.0.0, 728, 5323, 4804
1.8.2, 2.0.1, 697, 5323, 4825
1.8.2, 2.0.2, 697, 5323, 4819
1.8.2, 2.0.3, 697, 5323, 4829
1.8.2, 2.1.0, 684, 5323, 14476
1.8.2, 2.1.1, 684, 5323, 14525
1.8.2, 2.1.2, 684, 5323, 14536
1.8.2, 2.1.3, 684, 5323, 14536
1.8.2, 2.1.4, 684, 5323, 14536
1.8.2, 2.2.0, 591, 5323, 5749
1.8.2, 2.2.1, 591, 5323, 5747
1.8.2, 2.2.2, 591, 5323, 5749
1.8.2, 2.2.3, 591, 5323, 5749
1.8.2, 2.2.4, 591, 5323, 5742
1.8.2, 3.0.0, 410, 5323, 6013
1.8.2, 3.1.0, 410, 5323, 6034
1.8.2, 3.1.1, 410, 5323, 6095
1.8.2, 3.2.0, 395, 5323, 6117
1.8.2, 3.2.1, 395, 5323, 6117
1.8.2, 3.3.0, 373, 5323, 6235
1.8.2, 3.3.1, 373, 5323, 6235
1.8.2, 3.4.0, 354, 5323, 6352
1.8.2, 3.4.1, 354, 5323, 6357
1.8.3, 1.10.0, 702, 5335, 5322
1.8.3, 1.10.1, 702, 5335, 5318
1.8.3, 1.10.2, 702, 5335, 5325
1.8.3, 1.11.0, 679, 5335, 15110
1.8.3, 1.11.1, 679, 5335, 15088
1.8.3, 1.11.2, 679, 5335, 15107
1.8.3, 1.11.3, 679, 5335, 15107
1.8.3, 1.12.0, 602, 5335, 6336
1.8.3, 1.12.1, 602, 5335, 6335
1.8.3, 1.12.2, 602, 5335, 6328
1.8.3, 1.12.3, 602, 5335, 6323
1.8.3, 1.12.4, 602, 5335, 6323
1.8.3, 1.3, 0, 5335, 2850
1.8.3, 1.3.0, 0, 5335, 2850
1.8.3, 1.3.1, 0, 5335, 2843
1.8.3, 1.3.2, 0, 5335, 2953
1.8.3, 1.4, 96, 5335, 3296
1.8.3, 1.4.0, 96, 5335, 3296
1.8.3, 1.4.1, 129, 5335, 3349
1.8.3, 1.4.2, 145, 5335, 3455
1.8.3, 1.4.3, 231, 5335, 3790
1.8.3, 1.4.4, 228, 5335, 3890
1.8.3, 1.5, 371, 5335, 4379
1.8.3, 1.5.0, 371, 5335, 4379
1.8.3, 1.5.1, 424, 5335, 4447
1.8.3, 1.5.2, 424, 5335, 4479
1.8.3, 1.6, 367, 5335, 4867
1.8.3, 1.6.0, 367, 5335, 4867
1.8.3, 1.6.1, 367, 5335, 4914
1.8.3, 1.6.2, 399, 5335, 4950
1.8.3, 1.6.3, 481, 5335, 5204
1.8.3, 1.6.4, 481, 5335, 5204
1.8.3, 1.7, 697, 5335, 5398
1.8.3, 1.7.0, 697, 5335, 5398
1.8.3, 1.7.1, 736, 5335, 5373
1.8.3, 1.7.2, 755, 5335, 5473
1.8.3, 1.8.0, 904, 5335, 5314
1.8.3, 1.8.1, 915, 5335, 5319
1.8.3, 1.8.2, 915, 5335, 5323
1.8.3, 1.8.3, 918, 5335, 5335
1.8.3, 1.9.0, 805, 5335, 5269
1.8.3, 1.9.1, 833, 5335, 5290
1.8.3, 2.0.0, 764, 5335, 4804
1.8.3, 2.0.1, 733, 5335, 4825
1.8.3, 2.0.2, 733, 5335, 4819
1.8.3, 2.0.3, 733, 5335, 4829
1.8.3, 2.1.0, 712, 5335, 14476
1.8.3, 2.1.1, 712, 5335, 14525
1.8.3, 2.1.2, 712, 5335, 14536
1.8.3, 2.1.3, 712, 5335, 14536
1.8.3, 2.1.4, 712, 5335, 14536
1.8.3, 2.2.0, 595, 5335, 5749
1.8.3, 2.2.1, 595, 5335, 5747
1.8.3, 2.2.2, 595, 5335, 5749
1.8.3, 2.2.3, 595, 5335, 5749
1.8.3, 2.2.4, 595, 5335, 5742
1.8.3, 3.0.0, 450, 5335, 6013
1.8.3, 3.1.0, 450, 5335, 6034
1.8.3, 3.1.1, 450, 5335, 6095
1.8.3, 3.2.0, 435, 5335, 6117
1.8.3, 3.2.1, 435, 5335, 6117
1.8.3, 3.3.0, 411, 5335, 6235
1.8.3, 3.3.1, 411, 5335, 6235
1.8.3, 3.4.0, 392, 5335, 6352
1.8.3, 3.4.1, 392, 5335, 6357
1.9.0, 1.10.0, 779, 5269, 5322
1.9.0, 1.10.1, 779, 5269, 5318
1.9.0, 1.10.2, 779, 5269, 5325
1.9.0, 1.11.0, 784, 5269, 15110
1.9.0, 1.11.1, 784, 5269, 15088
1.9.0, 1.11.2, 784, 5269, 15107
1.9.0, 1.11.3, 784, 5269, 15107
1.9.0, 1.12.0, 743, 5269, 6336
1.9.0, 1.12.1, 743, 5269, 6335
1.9.0, 1.12.2, 743, 5269, 6328
1.9.0, 1.12.3, 743, 5269, 6323
1.9.0, 1.12.4, 743, 5269, 6323
1.9.0, 1.4, 29, 5269, 3296
1.9.0, 1.4.0, 29, 5269, 3296
1.9.0, 1.4.1, 61, 5269, 3349
1.9.0, 1.4.2, 61, 5269, 3455
1.9.0, 1.4.3, 118, 5269, 3790
1.9.0, 1.4.4, 128, 5269, 3890
1.9.0, 1.5, 145, 5269, 4379
1.9.0, 1.5.0, 145, 5269, 4379
1.9.0, 1.5.1, 186, 5269, 4447
1.9.0, 1.5.2, 186, 5269, 4479
1.9.0, 1.6, 276, 5269, 4867
1.9.0, 1.6.0, 276, 5269, 4867
1.9.0, 1.6.1, 276, 5269, 4914
1.9.0, 1.6.2, 276, 5269, 4950
1.9.0, 1.6.3, 314, 5269, 5204
1.9.0, 1.6.4, 314, 5269, 5204
1.9.0, 1.7, 438, 5269, 5398
1.9.0, 1.7.0, 438, 5269, 5398
1.9.0, 1.7.1, 447, 5269, 5373
1.9.0, 1.7.2, 472, 5269, 5473
1.9.0, 1.8.0, 637, 5269, 5314
1.9.0, 1.8.1, 686, 5269, 5319
1.9.0, 1.8.2, 687, 5269, 5323
1.9.0, 1.8.3, 697, 5269, 5335
1.9.0, 1.9.0, 932, 5269, 5269
1.9.0, 1.9.1, 857, 5269, 5290
1.9.0, 2.0.0, 757, 5269, 4804
1.9.0, 2.0.1, 757, 5269, 4825
1.9.0, 2.0.2, 757, 5269, 4819
1.9.0, 2.0.3, 757, 5269, 4829
1.9.0, 2.1.0, 715, 5269, 14476
1.9.0, 2.1.1, 715, 5269, 14525
1.9.0, 2.1.2, 715, 5269, 14536
1.9.0, 2.1.3, 715, 5269, 14536
1.9.0, 2.1.4, 715, 5269, 14536
1.9.0, 2.2.0, 589, 5269, 5749
1.9.0, 2.2.1, 589, 5269, 5747
1.9.0, 2.2.2, 600, 5269, 5749
1.9.0, 2.2.3, 600, 5269, 5749
1.9.0, 2.2.4, 600, 5269, 5742
1.9.0, 3.0.0, 495, 5269, 6013
1.9.0, 3.1.0, 495, 5269, 6034
1.9.0, 3.1.1, 513, 5269, 6095
1.9.0, 3.2.0, 507, 5269, 6117
1.9.0, 3.2.1, 507, 5269, 6117
1.9.0, 3.3.0, 511, 5269, 6235
1.9.0, 3.3.1, 511, 5269, 6235
1.9.0, 3.4.0, 496, 5269, 6352
1.9.0, 3.4.1, 496, 5269, 6357
1.9.1, 1.10.0, 817, 5290, 5322
1.9.1, 1.10.1, 817, 5290, 5318
1.9.1, 1.10.2, 817, 5290, 5325
1.9.1, 1.11.0, 810, 5290, 15110
1.9.1, 1.11.1, 810, 5290, 15088
1.9.1, 1.11.2, 810, 5290, 15107
1.9.1, 1.11.3, 810, 5290, 15107
1.9.1, 1.12.0, 740, 5290, 6336
1.9.1, 1.12.1, 740, 5290, 6335
1.9.1, 1.12.2, 740, 5290, 6328
1.9.1, 1.12.3, 740, 5290, 6323
1.9.1, 1.12.4, 740, 5290, 6323
1.9.1, 1.4, 29, 5290, 3296
1.9.1, 1.4.0, 29, 5290, 3296
1.9.1, 1.4.1, 61, 5290, 3349
1.9.1, 1.4.2, 61, 5290, 3455
1.9.1, 1.4.3, 152, 5290, 3790
1.9.1, 1.4.4, 152, 5290, 3890
1.9.1, 1.5, 244, 5290, 4379
1.9.1, 1.5.0, 244, 5290, 4379
1.9.1, 1.5.1, 283, 5290, 4447
1.9.1, 1.5.2, 283, 5290, 4479
1.9.1, 1.6, 381, 5290, 4867
1.9.1, 1.6.0, 381, 5290, 4867
1.9.1, 1.6.1, 381, 5290, 4914
1.9.1, 1.6.2, 381, 5290, 4950
1.9.1, 1.6.3, 395, 5290, 5204
1.9.1, 1.6.4, 395, 5290, 5204
1.9.1, 1.7, 528, 5290, 5398
1.9.1, 1.7.0, 528, 5290, 5398
1.9.1, 1.7.1, 531, 5290, 5373
1.9.1, 1.7.2, 544, 5290, 5473
1.9.1, 1.8.0, 697, 5290, 5314
1.9.1, 1.8.1, 718, 5290, 5319
1.9.1, 1.8.2, 720, 5290, 5323
1.9.1, 1.8.3, 755, 5290, 5335
1.9.1, 1.9.0, 800, 5290, 5269
1.9.1, 1.9.1, 831, 5290, 5290
1.9.1, 2.0.0, 743, 5290, 4804
1.9.1, 2.0.1, 743, 5290, 4825
1.9.1, 2.0.2, 743, 5290, 4819
1.9.1, 2.0.3, 743, 5290, 4829
1.9.1, 2.1.0, 731, 5290, 14476
1.9.1, 2.1.1, 731, 5290, 14525
1.9.1, 2.1.2, 731, 5290, 14536
1.9.1, 2.1.3, 731, 5290, 14536
1.9.1, 2.1.4, 731, 5290, 14536
1.9.1, 2.2.0, 669, 5290, 5749
1.9.1, 2.2.1, 669, 5290, 5747
1.9.1, 2.2.2, 669, 5290, 5749
1.9.1, 2.2.3, 669, 5290, 5749
1.9.1, 2.2.4, 669, 5290, 5742
1.9.1, 3.0.0, 555, 5290, 6013
1.9.1, 3.1.0, 555, 5290, 6034
